prod_code,dur_A0,dur_A1,dur_A2,dur_A3,dur_A4,dur_E0,dur_E1,dur_E2,dur_E3,dur_E4,dur_A0_count,dur_A1_count,dur_A2_count,dur_A3_count,dur_A4_count,dur_E0_count,dur_E1_count,dur_E2_count,dur_E3_count,dur_E4_count
C_LPEN,0.0,0.0,0.0,0.0,7.358944867017999E8,0.0,0.0,0.0,0.0,1.4854151492774115E9,0.0,0.0,0.0,0.0,1866.3300000000004,0.0,0.0,0.0,0.0,3186.1226462939685
C_EN60,0.0,0.0,0.0,0.0,2.00161810704E7,0.0,0.0,0.0,0.0,6.291968239165346E7,0.0,0.0,0.0,0.0,66.29,0.0,0.0,0.0,0.0,150.52440882945203
C_WLPS,1.134104116E7,7088695.0988,1.9242664058700003E7,4.651341531379999E7,2.164362638165E8,4055138.794314999,6100898.770770923,1.727694591527116E7,4.172949669737217E7,3.594972198832638E8,13.01,10.39,22.6,57.2,370.53000000000003,4.301331343150685,6.417634301369866,21.8845068369863,55.81248558013699,509.9464329698642
UL_OSP,2.246808097693086E7,5318304.775706892,530610.6,358923.0111517323,1309298.1011114928,1.6666525942171052E7,8138215.793244737,8475677.919719474,7113861.455398917,2799555.3930211235,21.84,3.4899999999999998,3.26,2.01,1.39,10.101112206849317,3.991373904109591,3.8406501102739727,4.2748349931506855,2.4696132986301373
C_NSSP,6.879873993323E8,3.55378913425E8,7000000.0,0.0,0.0,2.7339500865972366E9,1.2104094092858794E9,3.2577531227578834E7,0.0,0.0,82.89,47.82,1.41,0.0,0.0,289.32698200567154,136.52596699671267,3.828173791780823,0.0,0.0
CNSSE4,0.0,0.0,0.0,0.0,0.0,673983.2061643836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2070663232876712,0.0,0.0,0.0,0.0
U_PNS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444641.2066505411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8332441671232873
C_SWIP,1.155662471598272E8,3.6176134533689454E7,0.0,0.0,0.0,1.5689876726194263E8,4.245991552695832E7,0.0,0.0,0.0,107.16999999999999,29.66,0.0,0.0,0.0,106.37036156095893,27.565840553424653,0.0,0.0,0.0
C_LGPS,0.0,0.0,0.0,5416201.739999999,4.3683182273370004E8,0.0,0.0,3999.7422544394794,1.2693919197645234E7,7.745964332885044E8,0.0,0.0,0.0,14.0,1135.05,0.0,0.0,0.009777717808219179,30.550655541780838,1814.5134219787694
C_CESP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267106.97649709077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23378554520547948
